user_id,signup_date,country,language,region_tier,age_group,primary_device,acquisition_channel,student_eligible,marketing_opt_in,music_persona
U009022,2025-04-02,MX,es,Tier 2,18-24,desktop,organic_search,1,1,commute_listener
U009023,2025-01-28,CA,en,Tier 1,18-24,mobile_android,student_partner,1,0,discovery_seeker
U009024,2025-07-25,US,en,Tier 1,45-54,web,paid_social,0,1,casual_listener
U009025,2025-10-10,DE,de,Tier 1,25-34,mobile_android,influencer,0,0,discovery_seeker
U009026,2025-06-06,UK,en,Tier 1,18-24,mobile_android,paid_social,0,1,casual_listener
U009027,2025-11-16,FR,fr,Tier 1,45-54,mobile_ios,referral,0,1,podcast_heavy
U009028,2025-06-26,US,en,Tier 1,35-44,mobile_ios,paid_social,0,1,podcast_heavy
U009029,2025-05-17,KR,ko,Tier 1,18-24,desktop,organic_search,0,1,commute_listener
U009030,2025-01-28,CA,en,Tier 1,35-44,mobile_ios,paid_social,0,0,commute_listener
U009031,2025-11-07,UK,en,Tier 1,25-34,mobile_android,app_store,1,0,casual_listener
U009032,2025-08-12,IN,en,Tier 2,25-34,mobile_ios,referral,0,0,commute_listener
U009033,2025-08-10,UK,en,Tier 1,18-24,mobile_android,app_store,0,0,podcast_heavy
U009034,2025-05-19,JP,ja,Tier 1,18-24,mobile_ios,referral,1,0,playlist_builder
U009035,2025-02-23,CA,en,Tier 1,18-24,desktop,influencer,0,1,playlist_builder
U009036,2025-08-01,IN,en,Tier 2,18-24,mobile_android,organic_search,0,1,commute_listener
U009037,2025-08-18,US,en,Tier 1,25-34,mobile_ios,paid_social,0,0,low_intent_new
U009038,2025-08-13,JP,ja,Tier 1,25-34,mobile_android,paid_social,0,0,casual_listener
U009039,2025-12-21,IN,en,Tier 2,13-17,smart_speaker,app_store,0,0,casual_listener
U009040,2025-08-31,US,en,Tier 1,35-44,mobile_android,student_partner,0,0,discovery_seeker
U009041,2025-05-26,US,en,Tier 1,25-34,mobile_ios,influencer,0,0,low_intent_new
U009042,2025-12-22,US,en,Tier 1,25-34,mobile_ios,paid_social,0,1,casual_listener
U009043,2026-02-10,KR,ko,Tier 1,55+,mobile_android,app_store,0,1,playlist_builder
U009044,2025-05-30,US,en,Tier 1,45-54,web,referral,0,0,commute_listener
U009045,2025-07-21,CA,en,Tier 1,18-24,desktop,organic_search,1,1,social_listener
U009046,2026-01-04,US,en,Tier 1,25-34,mobile_android,paid_social,0,1,commute_listener
U009047,2025-10-05,UK,en,Tier 1,35-44,mobile_ios,app_store,0,0,casual_listener
U009048,2025-11-15,FR,fr,Tier 1,18-24,mobile_android,influencer,1,0,discovery_seeker
U009049,2025-12-23,ES,es,Tier 2,18-24,mobile_android,paid_social,1,0,low_intent_new
U009050,2026-03-11,DE,de,Tier 1,18-24,mobile_android,influencer,1,0,social_listener
U009051,2025-08-11,JP,ja,Tier 1,18-24,desktop,app_store,0,0,playlist_builder
U009052,2025-12-10,DE,de,Tier 1,55+,mobile_ios,paid_social,0,0,playlist_builder
U009053,2025-11-13,US,en,Tier 1,35-44,mobile_android,organic_search,0,0,casual_listener
U009054,2025-02-04,US,en,Tier 1,13-17,mobile_android,referral,0,0,commute_listener
U009055,2025-07-28,FR,fr,Tier 1,35-44,web,app_store,0,1,playlist_builder
U009056,2025-11-18,ES,es,Tier 2,18-24,mobile_ios,organic_search,1,0,casual_listener
U009057,2025-01-30,MX,es,Tier 2,18-24,mobile_android,organic_search,0,0,casual_listener
U009058,2025-08-19,US,en,Tier 1,18-24,mobile_ios,referral,0,0,playlist_builder
U009059,2025-06-17,US,en,Tier 1,18-24,desktop,organic_search,1,0,commute_listener
U009060,2025-06-12,US,en,Tier 1,18-24,mobile_ios,app_store,1,1,commute_listener
U009061,2025-12-09,ES,es,Tier 2,35-44,mobile_ios,app_store,0,0,playlist_builder
U009062,2025-08-01,MX,es,Tier 2,18-24,mobile_android,influencer,1,1,casual_listener
U009063,2025-04-20,BR,pt,Tier 2,35-44,mobile_android,organic_search,0,1,casual_listener
U009064,2026-03-04,UK,en,Tier 1,18-24,mobile_ios,organic_search,0,1,casual_listener
U009065,2026-01-16,DE,de,Tier 1,25-34,mobile_ios,app_store,0,1,podcast_heavy
U009066,2026-02-17,CA,en,Tier 1,45-54,mobile_ios,referral,0,0,casual_listener
U009067,2025-12-01,US,en,Tier 1,13-17,mobile_android,referral,0,0,commute_listener
U009068,2025-06-28,DE,de,Tier 1,25-34,mobile_android,paid_social,0,1,low_intent_new
U009069,2025-02-20,US,en,Tier 1,25-34,mobile_ios,app_store,0,0,low_intent_new
U009070,2025-05-22,US,en,Tier 1,18-24,desktop,organic_search,1,1,casual_listener
U009071,2025-06-15,MX,es,Tier 2,18-24,mobile_android,paid_social,1,0,casual_listener
U009072,2026-01-02,BR,pt,Tier 2,25-34,web,influencer,0,0,casual_listener
U009073,2026-02-10,CA,en,Tier 1,18-24,desktop,app_store,0,1,playlist_builder
U009074,2025-09-09,DE,de,Tier 1,18-24,mobile_ios,organic_search,0,1,commute_listener
U009075,2025-04-19,UK,en,Tier 1,35-44,web,app_store,0,0,podcast_heavy
U009076,2025-06-19,IN,en,Tier 2,45-54,mobile_ios,paid_social,0,0,low_intent_new
U009077,2025-08-15,BR,pt,Tier 2,18-24,mobile_android,referral,1,0,discovery_seeker
U009078,2025-05-20,BR,pt,Tier 2,35-44,mobile_ios,referral,0,0,casual_listener
U009079,2025-04-23,IN,en,Tier 2,55+,mobile_ios,paid_social,0,1,casual_listener
U009080,2025-07-02,US,en,Tier 1,18-24,mobile_ios,student_partner,1,1,casual_listener
U009081,2025-11-07,UK,en,Tier 1,25-34,mobile_ios,referral,0,1,casual_listener
U009082,2025-05-10,CA,en,Tier 1,13-17,mobile_android,organic_search,0,0,casual_listener
U009083,2025-10-17,UK,en,Tier 1,35-44,mobile_ios,referral,0,1,social_listener
U009084,2025-02-27,BR,pt,Tier 2,18-24,mobile_ios,app_store,0,0,low_intent_new
U009085,2025-10-01,UK,en,Tier 1,18-24,mobile_ios,email_campaign,0,1,playlist_builder
U009086,2026-01-20,US,en,Tier 1,25-34,mobile_ios,app_store,0,1,social_listener
U009087,2026-02-03,UK,en,Tier 1,35-44,mobile_ios,organic_search,0,1,social_listener
U009088,2025-08-12,KR,ko,Tier 1,25-34,desktop,paid_social,0,0,commute_listener
U009089,2025-10-22,US,en,Tier 1,25-34,mobile_ios,paid_social,0,0,commute_listener
U009090,2025-12-05,FR,fr,Tier 1,55+,web,referral,0,1,casual_listener
U009091,2026-01-29,CA,en,Tier 1,45-54,mobile_ios,student_partner,0,1,low_intent_new
U009092,2025-08-05,US,en,Tier 1,35-44,web,email_campaign,0,1,podcast_heavy
U009093,2026-01-02,CA,en,Tier 1,45-54,desktop,referral,0,1,discovery_seeker
U009094,2025-11-28,IN,en,Tier 2,45-54,mobile_android,student_partner,0,0,low_intent_new
U009095,2025-09-29,DE,de,Tier 1,35-44,mobile_ios,influencer,0,0,casual_listener
U009096,2025-07-25,MX,es,Tier 2,45-54,mobile_android,app_store,0,0,commute_listener
U009097,2026-02-18,US,en,Tier 1,35-44,mobile_ios,organic_search,0,1,commute_listener
U009098,2026-02-17,US,en,Tier 1,25-34,mobile_ios,paid_social,0,1,playlist_builder
U009099,2025-12-16,ES,es,Tier 2,25-34,mobile_android,app_store,0,0,casual_listener
U009100,2026-01-31,UK,en,Tier 1,13-17,mobile_android,organic_search,0,0,casual_listener
U009101,2025-02-25,FR,fr,Tier 1,13-17,mobile_ios,student_partner,0,0,podcast_heavy
U009102,2025-10-09,BR,pt,Tier 2,35-44,desktop,organic_search,0,0,discovery_seeker
U009103,2025-07-15,UK,en,Tier 1,25-34,desktop,app_store,0,1,casual_listener
U009104,2025-09-26,IN,en,Tier 2,35-44,mobile_android,referral,0,0,playlist_builder
U009105,2025-10-19,US,en,Tier 1,45-54,mobile_ios,paid_social,0,1,casual_listener
U009106,2025-12-21,US,en,Tier 1,25-34,mobile_ios,email_campaign,0,1,playlist_builder
U009107,2025-04-26,US,en,Tier 1,18-24,mobile_ios,student_partner,0,1,commute_listener
U009108,2025-10-20,JP,ja,Tier 1,25-34,web,student_partner,0,0,playlist_builder
U009109,2025-08-24,US,en,Tier 1,18-24,desktop,referral,1,1,casual_listener
U009110,2026-01-29,IN,en,Tier 2,25-34,mobile_ios,referral,0,1,playlist_builder
U009111,2025-09-13,ES,es,Tier 2,25-34,mobile_ios,paid_social,0,0,discovery_seeker
U009112,2025-06-23,DE,de,Tier 1,35-44,desktop,referral,0,0,podcast_heavy
U009113,2025-04-07,DE,de,Tier 1,18-24,mobile_ios,paid_social,1,0,playlist_builder
U009114,2025-09-28,CA,en,Tier 1,18-24,mobile_ios,app_store,0,0,podcast_heavy
U009115,2025-07-13,UK,en,Tier 1,18-24,web,paid_social,0,1,casual_listener
U009116,2025-09-13,CA,en,Tier 1,25-34,mobile_ios,paid_social,0,1,casual_listener
U009117,2025-11-13,FR,fr,Tier 1,25-34,desktop,email_campaign,0,1,low_intent_new
U009118,2025-10-05,KR,ko,Tier 1,25-34,mobile_ios,app_store,0,0,low_intent_new
U009119,2026-02-19,ES,es,Tier 2,18-24,mobile_android,referral,0,0,social_listener
U009120,2026-03-05,MX,es,Tier 2,35-44,mobile_android,paid_social,0,1,commute_listener
U009121,2025-06-22,MX,es,Tier 2,55+,desktop,app_store,0,1,discovery_seeker
U009122,2025-11-27,CA,en,Tier 1,18-24,mobile_ios,influencer,1,0,commute_listener
U009123,2025-06-08,AU,en,Tier 1,35-44,mobile_ios,paid_social,0,0,casual_listener
U009124,2025-11-02,MX,es,Tier 2,18-24,mobile_ios,student_partner,1,1,commute_listener
U009125,2026-01-19,UK,en,Tier 1,35-44,mobile_android,influencer,0,1,casual_listener
U009126,2025-10-09,KR,ko,Tier 1,25-34,mobile_android,referral,0,1,casual_listener
U009127,2025-06-15,CA,en,Tier 1,25-34,mobile_ios,organic_search,0,0,casual_listener
U009128,2025-10-20,FR,fr,Tier 1,18-24,mobile_android,student_partner,1,0,playlist_builder
U009129,2025-04-24,IN,en,Tier 2,35-44,mobile_ios,organic_search,0,0,discovery_seeker
U009130,2025-05-03,ES,es,Tier 2,18-24,mobile_ios,organic_search,1,0,discovery_seeker
U009131,2025-05-08,US,en,Tier 1,45-54,mobile_android,app_store,0,1,commute_listener
U009132,2025-08-29,IN,en,Tier 2,13-17,mobile_ios,organic_search,0,0,casual_listener
U009133,2025-12-27,DE,de,Tier 1,18-24,mobile_android,organic_search,0,1,playlist_builder
U009134,2025-07-17,US,en,Tier 1,25-34,mobile_android,email_campaign,0,0,casual_listener
U009135,2026-01-18,BR,pt,Tier 2,35-44,web,referral,0,0,commute_listener
U009136,2025-01-25,DE,de,Tier 1,25-34,mobile_android,referral,0,1,discovery_seeker
U009137,2025-10-10,AU,en,Tier 1,18-24,mobile_ios,student_partner,0,0,podcast_heavy
U009138,2025-09-12,UK,en,Tier 1,35-44,mobile_ios,organic_search,0,1,casual_listener
U009139,2025-10-19,CA,en,Tier 1,25-34,mobile_android,app_store,0,1,low_intent_new
U009140,2025-11-05,FR,fr,Tier 1,18-24,desktop,student_partner,1,1,playlist_builder
U009141,2025-08-08,UK,en,Tier 1,25-34,mobile_android,referral,0,0,podcast_heavy
U009142,2025-12-29,US,en,Tier 1,25-34,mobile_android,organic_search,0,0,social_listener
U009143,2025-09-27,KR,ko,Tier 1,25-34,mobile_android,influencer,0,0,playlist_builder
U009144,2025-12-25,DE,de,Tier 1,35-44,mobile_ios,student_partner,0,1,commute_listener
U009145,2025-12-16,IN,en,Tier 2,45-54,desktop,app_store,0,1,low_intent_new
U009146,2026-02-27,CA,en,Tier 1,35-44,mobile_android,influencer,0,1,discovery_seeker
U009147,2025-10-07,UK,en,Tier 1,25-34,web,student_partner,0,1,discovery_seeker
U009148,2025-08-02,UK,en,Tier 1,13-17,mobile_android,organic_search,0,0,casual_listener
U009149,2025-07-15,UK,en,Tier 1,35-44,desktop,app_store,0,1,low_intent_new
U009150,2025-11-30,DE,de,Tier 1,55+,mobile_android,app_store,0,0,casual_listener
U009151,2025-12-01,DE,de,Tier 1,18-24,desktop,influencer,0,0,casual_listener
U009152,2025-10-26,DE,de,Tier 1,25-34,mobile_android,app_store,0,1,low_intent_new
U009153,2026-02-28,US,en,Tier 1,35-44,mobile_android,paid_social,0,1,podcast_heavy
U009154,2025-08-07,DE,de,Tier 1,25-34,mobile_ios,organic_search,0,1,social_listener
U009155,2025-10-27,US,en,Tier 1,45-54,desktop,app_store,0,0,playlist_builder
U009156,2026-01-07,US,en,Tier 1,25-34,desktop,app_store,0,0,commute_listener
U009157,2026-02-23,ES,es,Tier 2,25-34,mobile_ios,student_partner,0,0,casual_listener
U009158,2026-01-17,FR,fr,Tier 1,13-17,mobile_android,app_store,0,1,playlist_builder
U009159,2026-01-21,AU,en,Tier 1,45-54,mobile_android,app_store,0,0,podcast_heavy
U009160,2025-02-16,UK,en,Tier 1,18-24,mobile_ios,paid_social,0,1,low_intent_new
U009161,2025-11-13,MX,es,Tier 2,55+,mobile_android,app_store,0,0,social_listener
U009162,2025-11-14,AU,en,Tier 1,18-24,mobile_android,organic_search,0,1,discovery_seeker
U009163,2025-04-21,BR,pt,Tier 2,18-24,mobile_ios,paid_social,1,1,playlist_builder
U009164,2025-05-17,UK,en,Tier 1,25-34,mobile_ios,app_store,0,0,casual_listener
U009165,2025-11-06,KR,ko,Tier 1,25-34,mobile_ios,app_store,0,1,casual_listener
U009166,2025-04-05,JP,ja,Tier 1,25-34,mobile_android,paid_social,0,1,casual_listener
U009167,2025-05-22,MX,es,Tier 2,18-24,mobile_android,student_partner,1,1,commute_listener
U009168,2025-08-11,US,en,Tier 1,25-34,mobile_ios,app_store,0,0,podcast_heavy
U009169,2026-01-09,US,en,Tier 1,55+,mobile_android,student_partner,0,1,commute_listener
U009170,2026-01-18,US,en,Tier 1,55+,mobile_android,paid_social,0,1,casual_listener
U009171,2026-02-25,US,en,Tier 1,18-24,mobile_ios,influencer,1,0,playlist_builder
U009172,2025-03-20,MX,es,Tier 2,25-34,mobile_android,paid_social,0,1,casual_listener
U009173,2026-02-13,US,en,Tier 1,35-44,desktop,referral,0,0,playlist_builder
U009174,2025-06-07,US,en,Tier 1,25-34,mobile_ios,organic_search,0,1,commute_listener
U009175,2025-05-30,US,en,Tier 1,18-24,mobile_android,organic_search,0,1,low_intent_new
U009176,2025-11-11,US,en,Tier 1,25-34,mobile_ios,organic_search,0,0,casual_listener
U009177,2025-06-10,US,en,Tier 1,35-44,mobile_ios,student_partner,0,1,casual_listener
U009178,2025-07-11,BR,pt,Tier 2,18-24,mobile_ios,organic_search,1,1,casual_listener
U009179,2025-08-25,FR,fr,Tier 1,18-24,desktop,organic_search,0,1,playlist_builder
U009180,2026-01-12,US,en,Tier 1,18-24,mobile_android,organic_search,0,1,discovery_seeker
U009181,2026-01-28,CA,en,Tier 1,45-54,mobile_ios,student_partner,0,0,podcast_heavy
U009182,2025-07-23,UK,en,Tier 1,35-44,mobile_ios,organic_search,0,1,discovery_seeker
U009183,2025-08-23,US,en,Tier 1,18-24,desktop,referral,0,0,commute_listener
U009184,2025-01-23,IN,en,Tier 2,35-44,mobile_android,app_store,0,0,playlist_builder
U009185,2025-09-24,IN,en,Tier 2,18-24,mobile_ios,app_store,1,1,low_intent_new
U009186,2025-11-25,IN,en,Tier 2,25-34,mobile_android,student_partner,0,0,commute_listener
U009187,2025-05-25,IN,en,Tier 2,25-34,mobile_android,app_store,0,1,podcast_heavy
U009188,2025-02-14,US,en,Tier 1,25-34,mobile_ios,organic_search,0,0,playlist_builder
U009189,2025-10-14,ES,es,Tier 2,45-54,mobile_ios,organic_search,0,1,casual_listener
U009190,2025-08-29,JP,ja,Tier 1,25-34,desktop,app_store,0,1,social_listener
U009191,2025-05-22,MX,es,Tier 2,18-24,mobile_ios,organic_search,0,1,casual_listener
U009192,2025-03-13,US,en,Tier 1,18-24,mobile_android,organic_search,0,1,casual_listener
U009193,2025-11-29,ES,es,Tier 2,45-54,mobile_ios,organic_search,0,0,commute_listener
U009194,2025-04-10,BR,pt,Tier 2,18-24,mobile_android,paid_social,1,1,podcast_heavy
U009195,2025-07-27,JP,ja,Tier 1,35-44,mobile_ios,referral,0,0,social_listener
U009196,2025-01-20,US,en,Tier 1,25-34,desktop,paid_social,0,0,casual_listener
U009197,2025-02-13,IN,en,Tier 2,18-24,mobile_android,organic_search,1,1,discovery_seeker
U009198,2025-12-04,ES,es,Tier 2,35-44,mobile_ios,app_store,0,1,low_intent_new
U009199,2025-11-08,IN,en,Tier 2,45-54,mobile_android,app_store,0,0,commute_listener
U009200,2025-03-13,FR,fr,Tier 1,18-24,mobile_android,organic_search,0,0,discovery_seeker
U009201,2025-06-09,ES,es,Tier 2,13-17,mobile_ios,paid_social,0,1,commute_listener
U009202,2025-07-08,CA,en,Tier 1,35-44,mobile_android,app_store,0,0,commute_listener
U009203,2025-12-03,FR,fr,Tier 1,25-34,desktop,email_campaign,1,1,discovery_seeker
U009204,2025-01-28,CA,en,Tier 1,25-34,mobile_ios,referral,0,0,social_listener
U009205,2025-03-09,ES,es,Tier 2,25-34,mobile_ios,influencer,1,0,casual_listener
U009206,2025-08-23,US,en,Tier 1,25-34,mobile_ios,organic_search,0,1,commute_listener
U009207,2026-01-05,DE,de,Tier 1,18-24,mobile_android,app_store,0,0,social_listener
U009208,2026-01-31,IN,en,Tier 2,25-34,mobile_ios,organic_search,1,1,discovery_seeker
U009209,2025-03-30,BR,pt,Tier 2,18-24,mobile_android,paid_social,1,0,casual_listener
U009210,2025-10-25,FR,fr,Tier 1,35-44,mobile_ios,organic_search,0,1,commute_listener
U009211,2025-07-04,MX,es,Tier 2,25-34,mobile_ios,app_store,0,1,commute_listener
U009212,2026-02-26,ES,es,Tier 2,35-44,desktop,paid_social,0,1,commute_listener
U009213,2025-08-26,US,en,Tier 1,45-54,desktop,influencer,0,0,playlist_builder
U009214,2025-07-18,UK,en,Tier 1,45-54,mobile_android,influencer,0,0,casual_listener
U009215,2025-07-03,US,en,Tier 1,25-34,mobile_android,app_store,0,0,commute_listener
U009216,2026-02-07,UK,en,Tier 1,18-24,mobile_android,app_store,0,0,discovery_seeker
U009217,2025-04-14,DE,de,Tier 1,18-24,mobile_android,app_store,1,1,casual_listener
U009218,2025-07-20,ES,es,Tier 2,25-34,mobile_ios,influencer,1,1,discovery_seeker
U009219,2025-10-20,JP,ja,Tier 1,35-44,web,referral,0,0,casual_listener
U009220,2025-03-02,US,en,Tier 1,18-24,desktop,paid_social,1,1,low_intent_new
U009221,2026-02-19,US,en,Tier 1,55+,web,organic_search,0,1,discovery_seeker
U009222,2025-09-12,FR,fr,Tier 1,18-24,web,organic_search,0,0,social_listener
U009223,2025-12-12,DE,de,Tier 1,25-34,desktop,student_partner,1,1,low_intent_new
U009224,2025-10-18,US,en,Tier 1,25-34,web,email_campaign,1,1,commute_listener
U009225,2026-02-09,MX,es,Tier 2,25-34,web,student_partner,0,1,casual_listener
U009226,2026-01-18,ES,es,Tier 2,25-34,mobile_ios,app_store,1,0,discovery_seeker
U009227,2025-11-13,UK,en,Tier 1,13-17,desktop,app_store,0,0,commute_listener
U009228,2025-05-01,MX,es,Tier 2,55+,mobile_android,organic_search,0,0,low_intent_new
U009229,2025-05-22,UK,en,Tier 1,55+,mobile_android,organic_search,0,1,casual_listener
U009230,2025-06-08,IN,en,Tier 2,25-34,mobile_ios,app_store,0,0,discovery_seeker
U009231,2025-07-24,CA,en,Tier 1,18-24,desktop,referral,0,1,discovery_seeker
U009232,2025-07-16,US,en,Tier 1,18-24,mobile_ios,referral,0,0,podcast_heavy
U009233,2025-12-09,ES,es,Tier 2,13-17,mobile_ios,app_store,0,0,commute_listener
U009234,2025-11-16,CA,en,Tier 1,25-34,desktop,app_store,0,1,social_listener
U009235,2025-10-20,IN,en,Tier 2,25-34,mobile_ios,app_store,1,1,low_intent_new
U009236,2025-08-14,UK,en,Tier 1,25-34,mobile_ios,student_partner,0,0,podcast_heavy
U009237,2025-10-29,US,en,Tier 1,25-34,mobile_android,organic_search,0,0,casual_listener
U009238,2025-11-29,US,en,Tier 1,45-54,web,organic_search,0,1,playlist_builder
U009239,2025-05-25,DE,de,Tier 1,13-17,mobile_android,organic_search,0,0,commute_listener
U009240,2025-09-03,IN,en,Tier 2,25-34,mobile_ios,influencer,0,1,casual_listener
U009241,2025-09-01,UK,en,Tier 1,35-44,mobile_android,organic_search,0,0,discovery_seeker
U009242,2026-03-11,IN,en,Tier 2,55+,mobile_android,referral,0,0,social_listener
U009243,2025-09-18,IN,en,Tier 2,35-44,web,app_store,0,1,commute_listener
U009244,2025-06-09,IN,en,Tier 2,25-34,desktop,organic_search,0,1,playlist_builder
U009245,2025-05-25,DE,de,Tier 1,35-44,desktop,app_store,0,0,playlist_builder
U009246,2025-04-13,ES,es,Tier 2,55+,mobile_android,app_store,0,0,playlist_builder
U009247,2026-01-11,CA,en,Tier 1,45-54,web,app_store,0,0,playlist_builder
U009248,2025-05-11,CA,en,Tier 1,18-24,desktop,influencer,0,1,playlist_builder
U009249,2025-10-16,US,en,Tier 1,25-34,desktop,organic_search,0,0,podcast_heavy
U009250,2025-10-12,US,en,Tier 1,35-44,desktop,app_store,0,0,social_listener
U009251,2025-10-19,US,en,Tier 1,25-34,web,student_partner,0,0,playlist_builder
U009252,2025-09-11,AU,en,Tier 1,25-34,mobile_ios,paid_social,0,1,playlist_builder
U009253,2026-03-07,US,en,Tier 1,18-24,web,organic_search,0,1,casual_listener
U009254,2025-03-02,US,en,Tier 1,25-34,mobile_ios,influencer,0,0,playlist_builder
U009255,2025-08-01,BR,pt,Tier 2,25-34,web,app_store,0,1,discovery_seeker
U009256,2025-04-01,UK,en,Tier 1,25-34,mobile_ios,influencer,0,0,social_listener
U009257,2025-07-24,US,en,Tier 1,35-44,mobile_android,organic_search,0,0,casual_listener
U009258,2025-06-30,US,en,Tier 1,18-24,mobile_android,app_store,0,0,commute_listener
U009259,2025-05-15,BR,pt,Tier 2,25-34,web,app_store,0,0,social_listener
U009260,2025-09-06,US,en,Tier 1,45-54,mobile_ios,app_store,0,1,low_intent_new
U009261,2025-04-24,CA,en,Tier 1,25-34,mobile_ios,app_store,0,1,casual_listener
U009262,2025-08-16,DE,de,Tier 1,25-34,mobile_ios,organic_search,0,0,casual_listener
U009263,2025-06-11,IN,en,Tier 2,13-17,mobile_android,paid_social,0,1,commute_listener
U009264,2025-07-26,AU,en,Tier 1,25-34,mobile_ios,influencer,0,1,casual_listener
U009265,2026-01-19,JP,ja,Tier 1,55+,mobile_android,referral,0,0,podcast_heavy
U009266,2026-02-22,US,en,Tier 1,35-44,mobile_ios,app_store,0,0,social_listener
U009267,2025-02-17,US,en,Tier 1,25-34,desktop,paid_social,0,0,discovery_seeker
U009268,2025-07-07,US,en,Tier 1,25-34,mobile_ios,referral,0,0,casual_listener
U009269,2025-06-02,US,en,Tier 1,18-24,mobile_android,paid_social,0,1,low_intent_new
U009270,2025-03-24,US,en,Tier 1,35-44,mobile_android,paid_social,0,0,casual_listener
U009271,2025-11-27,US,en,Tier 1,18-24,mobile_android,paid_social,0,0,commute_listener
U009272,2025-07-06,DE,de,Tier 1,45-54,mobile_ios,referral,0,0,casual_listener
U009273,2025-07-11,AU,en,Tier 1,18-24,mobile_ios,app_store,1,0,playlist_builder
U009274,2025-11-02,UK,en,Tier 1,25-34,mobile_ios,referral,0,1,casual_listener
U009275,2025-11-02,IN,en,Tier 2,18-24,mobile_android,influencer,0,1,discovery_seeker
U009276,2025-07-10,UK,en,Tier 1,25-34,mobile_ios,app_store,0,1,discovery_seeker
U009277,2026-01-04,US,en,Tier 1,25-34,mobile_ios,app_store,0,0,low_intent_new
U009278,2025-06-09,DE,de,Tier 1,18-24,desktop,app_store,0,1,casual_listener
U009279,2025-08-21,US,en,Tier 1,35-44,mobile_ios,organic_search,0,0,podcast_heavy
U009280,2025-08-11,US,en,Tier 1,25-34,mobile_android,email_campaign,0,1,playlist_builder
U009281,2025-06-20,CA,en,Tier 1,18-24,mobile_ios,paid_social,0,0,commute_listener
U009282,2025-07-29,ES,es,Tier 2,18-24,desktop,app_store,0,1,low_intent_new
U009283,2025-04-08,IN,en,Tier 2,45-54,desktop,paid_social,0,0,low_intent_new
U009284,2025-07-30,US,en,Tier 1,13-17,mobile_ios,referral,0,0,social_listener
U009285,2025-08-30,JP,ja,Tier 1,35-44,mobile_ios,app_store,0,1,social_listener
U009286,2025-05-01,IN,en,Tier 2,25-34,mobile_android,organic_search,0,1,commute_listener
U009287,2025-08-12,FR,fr,Tier 1,35-44,mobile_ios,influencer,0,0,casual_listener
U009288,2025-08-23,JP,ja,Tier 1,25-34,desktop,email_campaign,0,1,discovery_seeker
U009289,2025-11-25,UK,en,Tier 1,18-24,mobile_ios,app_store,0,0,commute_listener
U009290,2026-01-08,US,en,Tier 1,55+,desktop,app_store,0,1,casual_listener
U009291,2025-03-02,DE,de,Tier 1,18-24,mobile_ios,organic_search,0,0,discovery_seeker
U009292,2025-11-22,DE,de,Tier 1,18-24,mobile_ios,student_partner,1,1,casual_listener
U009293,2025-08-02,DE,de,Tier 1,25-34,web,organic_search,0,1,social_listener
U009294,2025-02-20,FR,fr,Tier 1,45-54,desktop,referral,0,1,casual_listener
U009295,2026-02-15,ES,es,Tier 2,18-24,mobile_android,app_store,0,0,commute_listener
U009296,2025-01-16,MX,es,Tier 2,25-34,mobile_ios,influencer,0,1,podcast_heavy
U009297,2025-05-16,MX,es,Tier 2,25-34,mobile_android,app_store,0,0,casual_listener
U009298,2025-04-24,BR,pt,Tier 2,18-24,mobile_ios,email_campaign,0,1,commute_listener
U009299,2025-12-27,ES,es,Tier 2,35-44,mobile_ios,organic_search,0,0,casual_listener
U009300,2025-07-03,US,en,Tier 1,25-34,mobile_ios,influencer,0,1,casual_listener
U009301,2026-02-01,US,en,Tier 1,25-34,mobile_ios,organic_search,0,0,discovery_seeker
U009302,2025-06-18,DE,de,Tier 1,18-24,web,student_partner,1,1,discovery_seeker
U009303,2025-05-11,JP,ja,Tier 1,45-54,mobile_ios,app_store,0,1,playlist_builder
U009304,2025-02-14,DE,de,Tier 1,18-24,desktop,app_store,1,1,discovery_seeker
U009305,2025-11-25,IN,en,Tier 2,35-44,mobile_android,paid_social,0,1,low_intent_new
U009306,2025-10-28,US,en,Tier 1,45-54,mobile_ios,influencer,0,1,podcast_heavy
U009307,2026-02-19,US,en,Tier 1,18-24,mobile_android,organic_search,0,1,low_intent_new
U009308,2025-08-05,IN,en,Tier 2,13-17,desktop,influencer,0,0,casual_listener
U009309,2025-08-03,US,en,Tier 1,18-24,desktop,organic_search,0,0,commute_listener
U009310,2025-12-01,UK,en,Tier 1,35-44,mobile_ios,paid_social,0,0,podcast_heavy
U009311,2025-04-16,US,en,Tier 1,35-44,mobile_android,referral,0,1,casual_listener
U009312,2026-01-21,UK,en,Tier 1,35-44,mobile_ios,student_partner,0,1,podcast_heavy
U009313,2025-09-27,IN,en,Tier 2,25-34,mobile_android,email_campaign,0,1,low_intent_new
U009314,2025-05-07,UK,en,Tier 1,55+,mobile_ios,organic_search,0,1,casual_listener
U009315,2025-05-25,DE,de,Tier 1,18-24,mobile_ios,referral,0,0,podcast_heavy
U009316,2025-11-21,US,en,Tier 1,35-44,mobile_android,app_store,0,0,social_listener
U009317,2026-01-31,BR,pt,Tier 2,18-24,web,referral,1,1,playlist_builder
U009318,2026-01-13,UK,en,Tier 1,18-24,desktop,app_store,0,0,low_intent_new
U009319,2025-04-10,AU,en,Tier 1,18-24,mobile_ios,influencer,1,0,casual_listener
U009320,2025-05-17,IN,en,Tier 2,18-24,mobile_android,referral,0,1,commute_listener
